3.0685,2.3435,1
3.9512,3.4528,1
2.6552,4.6493,1
3.0359,4.9578,1
4.1221,3.687,1
3.3237,3.1297,1
2.5888,1.7348,1
2.3582,2.979,1
2.3385,4.0186,1
2.7747,3.6517,1
2.1701,2.9267,1
2.8738,2.8621,1
3.3087,2.0599,1
2.4299,2.1825,1
3.5388,1.5169,1
3.4669,3.6391,1
1.0259,3.1486,1
3.363,0.21032,1
2.3383,2.8054,1
2.723,1.9982,1
2.4787,2.3331,1
3.6549,3.5092,1
2.8634,3.7537,1
1.9972,2.905,1
3.1826,2.6024,1
4.24,4.1125,1
2.5698,4.1809,1
1.6231,2.7905,1
2.5622,1.6917,1
3.3819,2.2531,1
3.8313,1.0379,1
3.4271,3.9516,1
4.7635,3.1822,1
3.9457,5.6395,1
2.6565,0.72371,1
1.8682,2.5638,1
3.6517,3.5714,1
3.225,4.5321,1
2.8789,2.5965,1
2.3302,1.336,1
2.691,4.4752,1
2.8742,2.0749,1
2.1973,4.1142,1
2.5789,2.5208,1
2.8458,3.4695,1
4.3254,4.1237,1
3.4107,4.1861,1
2.0522,2.7889,1
2.4136,3.6231,1
2.9376,1.8436,1
1.7898,2.3243,1
2.6138,2.8052,1
3.0641,4.7237,1
1.4291,1.9367,1
2.9525,4.4658,1
2.6416,4.1182,1
3.6519,4.6615,1
3.7244,1.9652,1
3.8323,2.463,1
3.4609,1.8524,1
2.4191,3.785,1
3.5117,3.7282,1
2.4841,3.4648,1
3.3254,2.9319,1
2.4509,2.5396,1
2.9042,4.2755,1
1.9502,3.3451,1
1.8792,0.83317,1
4.1555,2.2613,1
2.7643,4.4304,1
3.5776,4.3671,1
3.1395,2.3608,1
3.6937,2.5295,1
2.8699,2.8006,1
3.1955,3.142,1
0.71956,1.2903,1
2.0191,4.4454,1
2.4259,3.0927,1
0.59834,3.7595,1
1.4781,2.5787,1
1.4912,4.3349,1
3.0857,4.1669,1
2.5471,2.0498,1
4.6692,4.7605,1
3.4525,3.5538,1
3.1067,3.5884,1
3.656,2.6023,1
2.3352,2.0732,1
4.8876,3.628,1
4.1308,2.1743,1
4.0984,3.0488,1
2.9148,1.9677,1
3.8758,4.5002,1
4.0198,3.0072,1
3.7996,3.7407,1
4.7586,1.1541,1
3.3106,2.8941,1
2.3494,1.8616,1
3.171,4.8772,1
1.6426,2.8695,1
-4.0025,-2.4166,-1
-3.87,-2.8936,-1
-2.8913,-2.84,-1
-3.7084,-1.7714,-1
-5.3111,-3.0915,-1
-3.1809,-2.8657,-1
-3.0077,-2.4445,-1
-2.4755,-4.1393,-1
-2.7149,-3.4055,-1
-3.3717,-3.4783,-1
-2.6768,-4.4216,-1
-4.456,-4.7614,-1
-3.7875,-3.8018,-1
-1.9828,-3.5258,-1
-3.5721,-2.9575,-1
-3.2697,-2.844,-1
-3.5479,-1.8779,-1
-3.0154,-3.0759,-1
-4.1457,-1.1001,-1
-3.0882,-3.3713,-1
-3.4642,-2.093,-1
-2.5881,-2.7369,-1
-1.0397,-2.5349,-1
-2.7799,-3.6988,-1
-2.2287,-1.2271,-1
-3.3809,-2.4169,-1
-3.873,-3.238,-1
-3.2443,-2.9466,-1
-3.3347,-1.4641,-1
-2.5939,-4.3786,-1
-4.5693,-3.7066,-1
-3.9715,-2.1938,-1
-1.7068,-3.6336,-1
-3.8445,-2.3286,-1
-3.3269,-2.8031,-1
-3.6765,-2.4163,-1
-2.1622,-2.8391,-1
-2.9378,-1.5967,-1
-2.8557,-3.4927,-1
-4.1348,-2.709,-1
-3.2793,-4.2408,-1
-3.754,-2.8165,-1
-2.1071,-3.0854,-1
-3.5915,-1.659,-1
-3.933,-0.69213,-1
-1.1505,-4.7913,-1
-2.2229,-5.1434,-1
-3.058,-3.9451,-1
-1.9169,-3.4458,-1
-2.5347,-2.4272,-1
-3.2507,-2.9748,-1
-2.1054,-2.958,-1
-4.5049,-3.2026,-1
-2.0928,-5.0854,-1
-5.1413,-3.3464,-1
-1.4257,0.70836,-1
-2.7245,-3.6331,-1
-3.2113,-1.0567,-1
-2.2288,-3.3706,-1
-3.1414,-2.64,-1
-2.2908,-3.6284,-1
-3.7567,-3.713,-1
-2.973,-3.196,-1
-2.6555,-3.1971,-1
-2.486,-4.1439,-1
-4.2307,-2.8301,-1
-4.1031,-5.5812,-1
-2.6465,-2.6314,-1
-3.2998,-2.6633,-1
-4.6502,-2.4401,-1
-1.9044,-3.6588,-1
-3.3344,-3.8349,-1
-2.0003,-1.8576,-1
-3.0332,-3.3222,-1
-2.9984,-4.0578,-1
-3.427,-2.0526,-1
-3.8648,-3.6099,-1
-2.1895,-3.3137,-1
-2.6402,-1.3218,-1
-1.5595,-3.3115,-1
-1.404,-2.1712,-1
-3.7,-3.0994,-1
-0.41094,-2.2548,-1
-0.7638,-2.6381,-1
-2.9925,-3.0751,-1
-2.7813,-4.1038,-1
-4.8113,-3.4507,-1
-2.1074,-3.0504,-1
-4.6297,-3.8921,-1
-2.8901,-2.8969,-1
-4.707,-3.3295,-1
-4.5239,-3.0177,-1
-2.5346,-2.8966,-1
-3.01,-2.7485,-1
-2.6014,-2.4548,-1
-1.971,-2.5856,-1
-1.3493,-3.2455,-1
-5.6823,-3.255,-1
-2.5417,-1.7812,-1
-2.7434,-3.5338,-1
