-1.0501,1.2668,-0.045812,0.31062,-0.27203,0.74472,-0.23553,-0.095776,-1.3637,-0.33767,-0.69522,0.60291,-0.47079,-0.41437,-0.34435,-0.027222,-1.1911,-1.2746,-1.2079,-1.306,-1.505,0.50672,-0.88573,0.17827,-0.59723,0.47717,-0.43528,-0.25083,0.81478,0.43238,-1.7579,-0.25691,0.98862,0.098982,-1.0526,0.82525,-0.75276,-0.56985,0.157,-0.033384,0.33116,0.34802,-0.098311,1.9568,0.52114,-0.047305,0.69452,-0.23277,1.6462,1.5833,-2.0831
0.46867,0.53804,-0.63506,-0.09078,0.43687,-0.25063,-1.7082,0.4085,1.0088,0.36772,-0.89398,1.0182,-0.058319,0.97628,0.50485,0.61654,-0.41852,-1.2579,0.15469,1.2012,-0.33421,1.5476,0.574,0.097844,1.053,1.565,-0.9802,1.267,1.18,-1.873,0.47256,0.9283,-1.0911,2.0897,1.0418,-0.5023,-0.64402,-0.20484,0.34633,-0.25417,-0.85172,-0.45511,-0.23104,0.74188,-0.34122,0.46551,-0.27043,1.2354,0.74914,1.8838,1.9832
0.2829,0.80682,0.33138,-0.39692,-0.86579,0.16538,0.32226,0.67386,1.1574,-1.1358,-0.070231,0.64606,1.7899,0.28623,-0.82698,0.014977,1.2377,-0.1366,-1.3467,0.68702,-0.38716,-0.094606,-0.42585,1.6571,-1.2154,-0.63864,0.78425,1.1863,1.4593,-1.1235,0.79948,-1.2564,1.1491,0.29873,-0.75425,1.5889,-0.60684,0.76044,0.44459,-0.81862,-0.61065,-0.63571,0.73319,1.4971,-0.34656,-0.42129,1.9901,-0.24345,-0.115,-0.72904,-2.198
1.3412,-0.11147,0.88219,0.59468,-0.64002,-0.4353,0.73987,-0.31735,-0.16657,1.3806,-0.39429,0.77143,0.42952,-0.16005,1.7386,0.69067,2.0043,-0.95836,-1.3989,0.091124,0.15993,0.92339,-1.45,0.11138,0.8844,-0.97264,-0.044802,-0.53306,1.3753,-0.36929,-0.79839,0.78085,-0.56757,0.31343,-2.0254,-0.33145,-0.039942,-0.98511,-0.36762,1.5375,-0.62118,-0.97986,-0.77298,1.5635,-1.9982,0.06963,-1.0164,-0.63269,0.57649,-0.3469,6.5568
0.3806,0.91289,0.41854,0.22019,-0.51928,1.1708,-0.69741,-0.23122,0.17994,0.84611,-0.29155,-0.27783,-0.21091,1.1014,-0.78759,1.7191,-0.039978,-0.52417,0.14188,0.71342,0.58325,-1.2251,0.97398,1.6018,-0.13849,0.090446,0.057496,0.6803,1.0926,0.54321,1.0161,0.79997,-0.33695,0.77858,-0.99381,0.53682,-0.81844,-1.051,-1.0017,-1.6065,0.20705,-0.76149,-0.32231,0.6966,-0.010512,-1.7138,-1.3406,-1.2384,0.1851,0.46162,-1.9822
1.4354,1.5246,-0.040548,-0.71651,-0.14848,-0.90918,0.6917,0.67517,-0.44885,-0.29986,0.44734,2.2408,0.018799,-1.0965,0.02235,0.69548,0.63314,0.053023,1.906,-1.3725,-0.28464,1.3386,2.4461,0.77009,0.30856,0.18841,1.2289,0.89845,-0.024784,0.2091,-0.56235,0.5099,0.68413,1.0396,1.5417,-0.4574,-1.2449,-0.29089,1.568,-0.86622,0.053434,-1.2835,-0.44752,-0.5085,2.1838,1.0023,1.6348,1.0707,0.57288,0.40288,1.5025
0.79959,-0.69237,-0.070144,0.011742,-0.65086,1.3014,0.42789,0.83125,0.78508,-0.88634,1.7542,0.26779,0.95701,-1.0486,-0.78341,-0.12087,0.43327,0.1448,-0.86766,-0.15595,0.43856,0.076963,-0.79887,0.80764,-0.34249,0.52286,1.8263,1.6373,-0.026131,0.86054,-0.8478,-0.65111,-0.40717,-0.53543,2.0596,1.7073,1.5432,-0.26484,-0.54958,-0.43837,-2.028,-0.30125,0.41501,0.9079,0.30775,-0.99138,-0.92742,-1.2958,0.12327,1.385,-1.5506
1.6286,-0.90247,-1.0147,-0.955,0.59967,1.0414,0.01239,1.2022,0.32049,-0.37772,-0.81576,0.39959,-0.31752,0.018839,-0.44915,-0.70777,-1.6543,-1.5655,-1.5963,-0.37259,2.175,1.243,0.016135,-1.4051,-0.12682,0.50468,-0.87513,-1.2966,-0.87915,-1.3527,0.187,-1.129,-2.1796,0.35691,0.21559,-0.47674,-0.5574,0.69013,0.043437,-1.0896,-0.98029,-0.70723,1.2591,0.33006,-1.0244,-0.28072,-0.18909,-0.32623,0.0095608,-0.0714,0.28111
0.12911,0.070394,-0.13375,-0.77834,0.094094,1.4752,1.7559,-1.8981,0.23096,0.38201,1.8713,1.3195,0.83674,0.37282,-0.15596,1.8418,0.18818,0.3132,-2.3202,0.74936,1.5545,0.63709,1.2323,0.79413,0.31648,-1.4254,-0.48933,-0.80619,-0.13444,-0.65608,0.65682,0.91047,-1.9852,-1.6948,0.092453,0.92813,0.54163,1.0774,0.69352,-1.2208,-0.48799,1.557,1.7764,-1.12,0.33472,0.16987,-0.99147,-0.7793,1.5898,1.5942,-0.33877
-2.0848,-0.68847,-0.0408,1.5288,1.3812,0.28669,0.77168,-1.2075,0.85975,0.42905,0.13456,-1.0434,-0.80309,0.31378,1.0223,-0.38175,-0.91185,-0.093093,-0.88567,1.4814,1.7306,-0.6459,-2.1316,0.65696,0.86802,-0.20341,0.084889,0.16088,0.39256,-1.351,0.46235,0.41019,-1.3852,0.4746,-1.7801,-0.35641,-1.1719,-1.0665,0.026361,0.70743,-0.21526,0.52793,2.0916,-0.55852,0.72875,0.8949,-1.1735,-0.77321,0.12317,-0.835,0.9822
-0.64711,1.2309,0.60277,-1.8683,-0.75483,1.4462,-0.031125,0.28613,-0.084905,0.67513,-0.67643,3.0315,-0.71093,-0.94409,-0.41011,1.049,-1.5916,0.64421,0.54115,-0.87395,0.54712,-0.97366,-1.924,-0.69896,0.88554,-0.24065,0.67121,-2.3662,-1.3912,0.089603,0.29776,0.12216,0.54621,-1.1322,-1.7966,0.9449,1.9764,-1.9046,-0.76754,-0.069864,-0.51345,-1.9343,-1.0046,1.4958,-1.3228,-0.80102,-0.77347,-0.28369,0.63842,0.080347,-1.8774
-0.25173,-0.27456,0.78226,-1.221,0.96752,-0.060003,0.70127,1.0513,1.2015,-0.55145,0.64947,-1.2161,-0.80069,-0.40912,-0.032149,0.85535,-0.70118,0.85534,-0.1731,1.0854,-0.68993,-2.308,-0.24661,0.38272,0.35197,-2.3429,1.3422,-1.5265,-0.40839,-0.81471,0.59156,0.18091,-0.4981,-0.16203,0.74998,1.0912,0.0092605,-1.5708,1.6356,-0.48631,0.65439,1.1687,-0.73113,-1.1525,0.52679,0.026822,-0.16288,0.14333,0.77803,0.32349,-0.34818
0.19022,-1.1036,0.21464,2.6502,0.53896,-0.15847,0.64984,-0.89575,-0.023327,0.041638,0.39216,1.427,-1.8163,-0.25444,-0.16095,0.67598,1.6813,-1.3168,0.021727,0.056387,0.37107,-0.11481,1.0477,0.4539,1.2544,-1.3151,0.5677,-1.8083,-0.4076,0.76227,-0.3105,0.40787,-0.33225,0.20611,-0.24971,-0.15976,1.1649,-1.1983,-2.7865,-0.25662,1.2959,-0.53418,1.9421,0.3238,1.4282,-0.58776,-0.44774,0.23604,1.327,-0.9669,-0.29263
-0.46754,0.081196,-0.80978,0.094925,0.64309,-0.42484,1.6843,-0.29006,0.69358,-0.16763,-0.54153,1.3355,1.429,0.18958,1.2,0.3899,0.091219,0.63482,0.67809,1.2792,0.67908,-0.14919,3.3877,0.55144,0.37409,0.77196,-0.42855,0.69979,0.09375,-1.6894,0.68632,0.36581,-1.0755,-0.84558,-0.78049,-0.33399,0.77127,-1.2894,0.47041,-0.10698,1.0071,-1.5779,0.37536,-0.76135,0.22815,-1.087,0.86721,-0.84445,-0.15564,0.059189,3.1325
0.53074,-0.78575,-1.3853,0.39623,-0.091186,0.45472,-1.3898,-0.4559,0.076699,-0.61591,0.12658,-0.66764,1.2393,0.15221,-2.0106,-0.56866,-1.0744,0.15759,1.4642,0.98538,1.0338,-0.39518,3.2124,0.72276,1.2201,-1.1006,1.0024,-0.63025,-0.32693,0.080683,0.62226,1.1971,1.8782,1.2766,-0.52223,-0.56206,-0.0083183,-0.087524,1.5058,-0.94887,0.38695,0.53117,-0.55279,0.56,-0.30053,-0.036335,-0.4185,0.34079,0.62848,-0.26517,-5.5009
0.24466,-1.4636,0.090874,1.3575,-0.08269,-0.41483,0.72904,-0.067304,0.51503,0.83676,-1.4336,-1.9715,-0.6849,0.21973,0.56477,0.76934,0.71617,1.3011,-1.9276,-0.93272,0.75788,0.91461,1.0166,1.1698,1.8975,0.24274,0.58151,3.002,-0.3231,-2.1623,-1.5602,0.66269,-0.24181,-0.51551,-0.47277,-0.1908,0.31478,-0.4126,-0.1339,-0.21128,1.0825,1.2251,1.4012,-0.98424,-1.0143,-0.17056,1.2691,0.51499,0.065594,0.85769,1.939
1.9464,0.39685,-0.21402,-1.9411,-1.3351,-0.058554,0.20378,-0.45279,0.18114,0.36016,-2.5611,-0.91386,0.52728,-0.74604,0.077795,-0.11495,0.4917,0.1884,-0.43089,1.9151,-0.60123,-0.012175,0.64108,0.080642,-1.1789,-1.759,-0.16203,0.81152,-1.3088,-0.90915,-0.57908,0.087473,-0.80657,-0.63193,-0.12408,-0.43256,-0.62207,1.6051,-0.11311,-0.86031,1.1826,0.29169,-1.5537,-1.2566,0.070128,-0.040717,-0.82238,-0.14024,-0.48296,0.54569,2.1798
-1.2771,-0.56429,0.15087,1.7606,1.1733,-0.25316,-0.90414,0.75751,0.58882,-0.33965,0.30415,0.16004,1.3547,0.56204,-1.4579,0.019709,-0.30947,-0.73877,-0.7305,-1.4392,-1.2914,0.68899,-0.57226,0.54286,-1.128,0.29469,0.59374,0.81473,-1.1588,-0.078679,0.94407,0.97913,0.25847,0.67818,-1.0929,-1.8803,0.11303,0.7381,-0.6175,0.80873,0.55483,0.40393,-0.46398,0.22173,-1.0109,-1.0305,-1.5595,-0.22725,-0.10225,1.8538,-5.6508
0.0074575,0.37816,-2.3554,1.0602,-0.19014,-0.2132,-1.6584,-1.5502,-0.4196,-0.39886,-1.0833,0.46476,-0.85518,1.0497,0.028888,-0.032418,0.55934,-2.0463,-0.67986,0.21488,-1.361,0.76094,-1.7824,0.010722,1.2492,0.88153,0.20172,-0.1599,-1.2945,0.39815,-0.36157,1.8967,-1.5718,1.3186,0.20904,-0.27138,0.85583,-0.026056,2.4319,0.48925,1.9956,-0.79831,-0.93772,-0.88611,-0.33206,-0.51447,0.29489,-1.2092,0.60433,0.9961,0.094121
